,user,created,description,location
2123,ggooomm1,2020-03-20 01:31:41,💜💙💙💙💙💙💙💙💜,
2124,rie101379,2020-03-20 01:31:41,母娘armyです💕 Instagramメインでやってますがよろしくお願いします🙏 BTS大好き❣️❣️ 👩→ジミンペン 👱‍♀️→ジンペン(よりのオールペン) 大人army😎💭Kyoto✨maporthesoul18日参戦💕 ソウルコン🎤オルラス❤️ ペンミ京セラ参戦済❤️,
2125,MontserratL9,2020-03-20 01:31:41,"ARMY. 🛨🛨 BTS 🛨 JHOOOPE 🛨 @BTS_twt #ENDviolence | Eʟ ᴠɪᴀᴊᴇ ᴘᴀʀᴀ ᴇɴᴄᴏɴᴛʀᴀʀ ᴇʟ ᴠᴇʀᴅᴀᴅᴇʀᴏ ѕᴇʀ ᴄᴏɴ BTS ʏᴀ ᴄᴏᴍᴇɴᴢ́ᴏ. 
#MAP_OF_THE_SOUL_7 | Mexicana 🛨🛨🛨✨",ＨＯＰＥ  ＷＯＲＬＤ   
2126,pqisyst9iq,2020-03-20 01:31:41,남는게 없는 양도 여깄다~,
2127,lucesita_army,2020-03-20 01:31:41,"BTS🇰🇷💜😍ARMY
Instagram: lucesita_army
Tiktok: lucesita_army
Followme 😘",México
2128,_autxmnleaves,2020-03-20 01:31:41,"「ɪ’ʟʟ ɴᴇᴠᴇʀ ʙᴇ sᴄᴀʀᴇᴅ ᴀɢᴀɪɴ ʙᴄ ɪ’ᴍ sᴀғᴇ ᴡɪᴛʜ ʏᴏᴜ」*٭♡ #민윤기 • #김남준 • #박지민 ♡٭* @BTS_twt
ᴍʏ ʟᴏᴠᴇ @taejinrbk ♡
°*ᶠᵃᶰ ᵃᶜᶜᵒᵘᶰᵗ*°",
2129,BackToStory,2020-03-20 01:31:41,Fan account dedicada a recordações de principais tweets do @BTS_twt com -eventuais- traduções para PT-BR. •OT7•,🇧🇷 Brazil Hope
2130,CatLe20,2020-03-20 01:31:41,This is my safe space for being 🥵🔞 love BTS and I like to read aus... I might try writing one maybe. 😚🙈💜,
2131,Nakook197,2020-03-20 01:31:41,"We are not seven, with you♡ #방탄소년단 #BTSARMY @BTS_twt",Hatinya jungkook.
2132,ttaegyuu,2020-03-20 01:31:41,fan account of @BTS_twt & @TXT_members,
2133,suna_on,2020-03-20 01:31:41,THE GENRE IS BTS ~ FULL TIME ARMY 💜,
2134,TNP5344,2020-03-20 01:31:41,#KT,"กรุงเทพมหานคร, ประเทศไทย"
2135,DedicateToTae13,2020-03-20 01:31:41,"#ARMY 🇵🇪💜
#Taekook biased

ENG&ESP  
soon JPN",Peru
2136,7nosequenombre,2020-03-20 01:31:41,"𝕛𝕚𝕟 𝕓𝕚𝕒𝕤𝕖𝕕✨

𝕓𝕥𝕤 𝕚𝕤 𝕞𝕪 𝕨𝕠𝕣𝕝𝕕🌻",LlorandoporelTaejinenmipieza
2137,ilsanx,2020-03-20 01:31:41,#JUNGKOOK: [at the cinema] this better be as fucking good as the emoji movie,
2138,al_bi_012_018,2020-03-20 01:31:40,"A.R.M.Y 💜 
MOA  ~ 
BLINK",[💜] [🇨🇴]
2139,coooky_97,2020-03-20 01:31:40,"i purple you @BTS_twt  • OT7💜















































I'm in this bangtan sonyeondan shit for life💜",
2140,JPSarang,2020-03-20 01:31:40,"🅱🆃🆂  🅿🅰🆅🅴🅳  🆃🅷🅴  🆆🅰🆈
🐨🐹🐱🐿🐥🐯🐰 
🅽.🅵🅻🆈🅸🅽🅶 𝓲𝓼 𝓶𝔂 𝓷𝓮𝔀 𝓫𝓪𝓫𝓲𝓮𝓼.",bangtan universe 
2141,JinInMexico92,2020-03-20 01:31:40,"•Ichini Kochini Seokjinnie~
• OT7 | SeokJin biassed | • RJ
• OT5 | HueningKai biassed |
• 134340 & Blue Orangeade ++
• Huff
• MOARMY
• SURVIVAL KING KIM SEOKJIN",• BTS HOME | TXT HOUSE •
2142,sunshineworldjh,2020-03-20 01:31:40,"호바 보라해 ~~ 💚 
@bts_twt • Fan Account • follow ▸ @hopesun094","Brasília, Brasil"
2143,parkjiminniee8,2020-03-20 01:31:40,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
2144,pettjeon,2020-03-20 01:31:40,"ㅤㅤ ㅤ  ㅤ ५  ۰   𝗁𝖾𝘆, @TourTaetae ! ﹟ ' 94 ‘nd 97   ˒   𝗿𝗲𝗳𝘂𝗴𝗲.","🕊 ― mari, giu, chris, lice.빛"
2145,Du__Yoongi,2020-03-20 01:31:40,"Hopega, Taegi & Kookga💜 Vkookga                
Follow me = Follow you","Kiên Giang, Việt Nam"
2146,taefrodite,2020-03-20 01:31:40,#오 • 💜 • ʙᴛs ﹠ sᴜɴᴍɪ!,풍경            ღ ᵃᶰᵃˑ ʳᵃʸˑˑ
2147,Ot749732262,2020-03-20 01:31:40,be gone,
2148,Cindi85631633,2020-03-20 01:31:40,,
2149,tea_and_bts,2020-03-20 01:31:40,взаимна интересным ⛈ я для тебя шутка что ли?🕷парная с @ramm_twt дура:@Lulla_____by,☃типо в корее
2150,pikachukook97,2020-03-20 01:31:40,"•If I'm the sun, you're the moon. Because when I rise, you go down- Suga of BTS

아미는 항상 당신 뒤에 있기 때문에 계속 걸어! @bts_twt 

For haters, you don't need much BACOT!",Indonesia
2151,Alejand80796073,2020-03-20 01:31:40,,
2152,youngforever__2,2020-03-20 01:31:40,"방탄소년단에서 방탄할배단 하는 그날까지..🙏     (지팡이 짚고갈게🤶)
🙆‍♀️fan account @bts_twt
👉본계 @youngforever_we
👉부계2 @youngforever__3",대한민국
2153,Esilene5,2020-03-20 01:31:40,"Ola  sou lisa tenho 20 anos
-Se ame um pouco mais a cada dia.😘👏😎
signo♐
música favorita -'Mikrokosmos'
ARMY❤️❤️
#Bangtan Boys","São Paulo, Brasil"
2154,pphat620,2020-03-20 01:31:40,demon not always bad . angle not always good,
2155,JPSarang,2020-03-20 01:31:40,"🅱🆃🆂  🅿🅰🆅🅴🅳  🆃🅷🅴  🆆🅰🆈
🐨🐹🐱🐿🐥🐯🐰 
🅽.🅵🅻🆈🅸🅽🅶 𝓲𝓼 𝓶𝔂 𝓷𝓮𝔀 𝓫𝓪𝓫𝓲𝓮𝓼.",bangtan universe 
2156,PuS_SeunG,2020-03-20 01:31:40,"automatic tweet. I don't tweet everyday.
supportive kpop fan. 
I'll say bad if it's bad 👌
a YG stan who loved Bangtan so much 😉",Balikpapan - Ponorogo
2157,luv1013JM,2020-03-20 01:31:40,"03/ 강양이 조금 더 망개해요❤ /         덕메 찾는중

          에스크 놀러와주세요❤ https://t.co/zU5J1dVmrA",
2158,EsterMalaguti,2020-03-20 01:31:40,"“ While looking up at those stars in the sky, too far out of reach... We gon’ change”",Brazil
2159,btssproud,2020-03-20 01:31:40,"♡° #방탄소년단 ♡
♡° #블랙핑크 ♡
{@hesnlouist28}",21/01/2020 (🐯+🐰)
2160,Jay_yaj02,2020-03-20 01:31:40,@__Wunwai__ 💜✨𝐀𝐥𝐥 𝐨𝐟 𝐦𝐞 𝐥𝐨𝐯𝐞𝐬 𝐚𝐥𝐥 𝐨𝐟 𝐲𝐨𝐮♥♡,🖕
2161,JPSarang,2020-03-20 01:31:40,"🅱🆃🆂  🅿🅰🆅🅴🅳  🆃🅷🅴  🆆🅰🆈
🐨🐹🐱🐿🐥🐯🐰 
🅽.🅵🅻🆈🅸🅽🅶 𝓲𝓼 𝓶𝔂 𝓷𝓮𝔀 𝓫𝓪𝓫𝓲𝓮𝓼.",bangtan universe 
2162,jungQ_bts,2020-03-20 01:31:40,,
2163,Kimmie20441526,2020-03-20 01:31:40,Forever army's 💜,
2164,winterwoo_kv,2020-03-20 01:31:40,• fan account of @bts_twt @x1official101 @x1members @pledis_17 @victon1109 • auto follback •,
2165,PippiCollins,2020-03-20 01:31:40,Kim Taehyung and I made eye contact at Citi Field and I was the most magical moment of my life 💜🐯 BTS Army | 24U | Myday | BabyStay | Atiny | MoA | Choice |,
2166,bts0518_jimin,2020-03-20 01:31:40,,
2167,HueiWen_Lei,2020-03-20 01:31:40,TRB五股|에필로그首爾 新莊|3기|君に届く大阪|윙스首爾 香港 埼玉 林口 澳門|TWT The Final|SBS슈퍼콘南港|LYS大阪 桃園 香港|5기釜山|SYS The Final|,"屏東縣, 台灣"
2168,twice_weirdo,2020-03-20 01:31:40,I stan boygroups that don't need to go to military,
2169,chokyu_latte7,2020-03-20 01:31:40,Half-blooded CaratARMY. Giver of love for @BTS_twt and @pledis_17. Spread love and positivity. I want to make better world that full of respect and love!💜💎,Indonesia🇮🇩
2170,JiPinkPrincess,2020-03-20 01:31:40,ɢᴇɴʀᴇ ɪs ʙᴛs💁🏻‍♀️ #ᗷTᔕ Iᔕ ᘜᗴᑎᖇᗴ💁🏻‍♀️,🇰🇷🇵🇭
2171,JPSarang,2020-03-20 01:31:40,"🅱🆃🆂  🅿🅰🆅🅴🅳  🆃🅷🅴  🆆🅰🆈
🐨🐹🐱🐿🐥🐯🐰 
🅽.🅵🅻🆈🅸🅽🅶 𝓲𝓼 𝓶𝔂 𝓷𝓮𝔀 𝓫𝓪𝓫𝓲𝓮𝓼.",bangtan universe 
2172,EshaBt,2020-03-20 01:31:40,Nothing to see here people 🤓,Nepal
2173,Leikook4,2020-03-20 01:31:40,𝓁𝑒𝒶𝓇𝓃𝒾𝓃𝑔 𝒽𝑜𝓌 𝓉𝑜 𝓁𝑜𝓋𝑒 𝓂𝓎𝓈𝑒𝓁𝒻 🥀,"Malolos City, Central Luzon"
2174,namoonsz,2020-03-20 01:31:39,“𝙒𝙚 𝙖𝙧𝙚 𝙩𝙤𝙜𝙝𝙚𝙩𝙚𝙧 𝙗𝙪𝙡𝙡𝙚𝙩𝙥𝙧𝙤𝙤𝙛 ” 𝙾𝚃𝟽 ℕ𝕒𝕞 𝕦𝕥𝕥 | • Fan Account,
2175,Emmasd20,2020-03-20 01:31:39,Lachimolala,
2176,RMsaidrespect,2020-03-20 01:31:39,#Jin: let's clean the fandom,Egypt
2177,bestboys7ever,2020-03-20 01:31:39,"in this BTS shit for life
✨OT7 till heaven ✨
 she/her • 2014 ARMY • a hard softie",cln
2178,agustdword,2020-03-20 01:31:39,"#윤기❤🇰🇷
#BTS 
#ARMY💜🇧🇷",
2179,dodangs_j,2020-03-20 01:31:39,Fan account for BTS/오직 방탄에 의한 방탄을 위한 계정😊/방탄을 다소다(애틋하게 사랑하다)💜/칠방탄소즁🥰,
2180,ggeukie,2020-03-20 01:31:39,"I walk on this seesaw without you

| Fan Account |",
2181,AgustD_5,2020-03-20 01:31:39,"ᴇsᴛᴏᴜ ᴘᴀᴠɪᴍᴇɴᴛᴀɴᴅᴏ ᴍᴇᴜ ᴘʀóᴘʀɪᴏ ᴄᴀᴍɪɴʜᴏ ᴅᴇ ғʟᴏʀᴇs 🌻 ʜʏᴜɴᴀ - ғʟᴏᴡᴇʀ sʜᴏᴡᴇʀ

Iai genteeee, vcs podem me enviar perguntas no tell?
https://t.co/6nnC19xO0b",te interessa?
2182,minsan_min,2020-03-20 01:31:39,"Yêu các chàng trai của em 💜
Cảm ơn đã đưa em đến 1 thế giới hạnh phúc🤗💜",
2183,sopenoviOs,2020-03-20 01:31:39,"𝓹𝓮𝓻𝓾 𝓷𝓮𝓬𝓮𝓼𝓲𝓽𝓪 𝓪 @BTS_twt ♡.
twice y everglow son mis princesitas🥺💗
stream s a f a e r a 😔🤘",llorando por yoongi pq lo amo
2184,vttae95,2020-03-20 01:31:39,"#김태형 #OT7 #TAEHYUNG ت I’m a good boy!!🤓 💜tae's 𝘂𝗻𝗶𝘃𝗲𝗿𝘀𝗲, 당신은 나의 가장 밝은 별입니다. ♥︎ !!",ᴮ ᴼ ᴿ ᴬ ᴴ ᴬ ᴱ 
2185,AngelEyes_w,2020-03-20 01:31:39,┊┊┊┊⋆ ✧ · ✧ ✵ ┊┊┊☆ * * ⋆ ┊┊★ * ┊┊* . * ✦ ┊☆ ° ✧ · ★* 𝐘𝐨𝐮 𝐦𝐚𝐤𝐞 𝐦𝐞 𝐟𝐞𝐞𝐥 𝐬𝐩𝐞𝐜𝐢𝐚𝐥 ┊┊┊┊⋆ ✧ · ✧ ✵ ┊┊┊☆ * * ⋆ ┊┊★ * ┊┊* . * ✦ ┊☆ ° || fan account,
2186,jeanpurplejin,2020-03-20 01:31:39,"𝐼𝒻 𝓈𝑜𝓂𝑒𝓉𝒽𝒾𝓃𝑔 𝒾𝓈 𝒹𝑒𝓁𝒾𝒸𝒾𝑜𝓊𝓈, 𝒾𝓉’𝓈 𝓏𝑒𝓇𝑜 𝒸𝒶𝓁𝑜𝓇𝒾𝑒𝓈",
2187,UnicornBussy,2020-03-20 01:31:39,Green grapes are the shit.,
2188,Andrea7w715,2020-03-20 01:31:39,,
2189,yuna_mao_caro,2020-03-20 01:31:39,"fay | she/her, Asian-American, pan | 방탄소년단 | 羽生結弦, 紀平梨花, Алёна Косторная | too many adopted fictional children to count | fan account | #MeToo",
2190,parkjiminniee8,2020-03-20 01:31:39,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
2191,Nury43685074,2020-03-20 01:31:39,le doy amor a quien me transmite amor 😌😌,
2192,bangporahae,2020-03-20 01:31:39,we are not seven with you,JJK1♡
2193,uswatun15_,2020-03-20 01:31:39,It's me :) || Doctor soon amiin || Love Allah & parent ||,"Lombok, NTB"
2194,miraed93,2020-03-20 01:31:39,,"Seoul, Republic of Korea"
2195,stgrazer_,2020-03-20 01:31:39,"➳♡ #TAEHYUNG: 𝘏𝘦𝘺, 𝘺𝘰𝘶 𝘢𝘳𝘦 𝘮𝘺 𝘴𝘰𝘶𝘭𝘮𝘢𝘵𝘦 (@gcfstark_) ‧₊˚✧",
2196,HyunTae122630,2020-03-20 01:31:39,BTS😍ARMY,South korea
2197,Lee_SunYi,2020-03-20 01:31:39,"Hope to live, hope to forgive, hope to love, anyone but me, plz take care of myself。                         Bighit Family 💜 ft. Fullsun Zeus",
2198,khalpahanmailn1,2020-03-20 01:31:39,우린 서로의 야경🌌 서로의 달🌙   헤더lattemin님,
2199,4btsvotes,2020-03-20 01:31:38,voting account 🗳💜,United States
2200,SrHaleKookie,2020-03-20 01:31:38,"OT7
Dancer, Singer, Army and Blink
  Saranghae 한국 💜
  💜💜
ɱεƭα∂เɳɦα ૮σɱ @rekkosmo ✨✨",
2201,make_it_right03,2020-03-20 01:31:38,🐰 18 years old 🐰| @bts_twt #전정국 Euphoria ✨,황금막내전정국 | 풍경이는 평생 제 공주 ♥️
2202,laurentiuslolor,2020-03-20 01:31:38,Mark 9:23,"Johor Bahru, Johor"
2203,yoontaephoria,2020-03-20 01:31:38,"@BTS_twt elitist 🇲🇽🇰🇷🇬🇧 
M̶a̶y̶b̶e̶ I can never fly",🇲🇽
2204,DipBngBng6,2020-03-20 01:31:38,~𝖙𝖍𝖊 𝖘𝖍𝖆𝖉𝖔𝖜 𝖑𝖎𝖐𝖊 𝖒𝖊~•ᴗ•,
2205,angelseokkjin,2020-03-20 01:31:38,bang bang BANGTAN,mang kore 
2206,Kimtaetae060613,2020-03-20 01:31:38,Do you Know Annyeonghaseyo?,💜Magic Shop💜
2207,encryptaed,2020-03-20 01:31:38,"#BTS: 꺼져.                                                                            
if you're not yoongi shut up",
2208,i_cadeladoBTS,2020-03-20 01:31:38,I am cadela of @BTS_twt and @ShawnMendes | ˚♡ ⋆｡ ❀ Soulmate: @btstxtstan18˚♡ ⋆｡ ❀,"São Paulo, Brasil"
2209,ARMY_4evaa,2020-03-20 01:31:38,BTS is life❤❤❤,
2210,Jay_yaj02,2020-03-20 01:31:38,@__Wunwai__ 💜✨𝐀𝐥𝐥 𝐨𝐟 𝐦𝐞 𝐥𝐨𝐯𝐞𝐬 𝐚𝐥𝐥 𝐨𝐟 𝐲𝐨𝐮♥♡,🖕
2211,CatLe20,2020-03-20 01:31:38,This is my safe space for being 🥵🔞 love BTS and I like to read aus... I might try writing one maybe. 😚🙈💜,
2212,Firdausnizam01,2020-03-20 01:31:38,,
2213,ktexbts,2020-03-20 01:31:38,𝘸𝘪𝘥𝘦 𝘢𝘸𝘢𝘬𝘦 𝘥𝘰𝘯'𝘵 𝘤𝘳𝘺,𝘮𝘪𝘯𝘹
2214,shayy0T7,2020-03-20 01:31:38,@BTS_twt ♡,bities| bp | crushq
2215,inifidaa,2020-03-20 01:31:38,Fan account @bts_twt,🌸
2216,al_bi_012_018,2020-03-20 01:31:38,"A.R.M.Y 💜 
MOA  ~ 
BLINK",[💜] [🇨🇴]
2217,TaniaSurinder,2020-03-20 01:31:38,People Succeed when others say negative things ~ Jin(BTS) FAN ACCOUNT❤️💜,@Italy 
2218,parkjiminniee8,2020-03-20 01:31:38,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
2219,cutiejimin888,2020-03-20 01:31:38,,
2220,MontserratL9,2020-03-20 01:31:38,"ARMY. 🛨🛨 BTS 🛨 JHOOOPE 🛨 @BTS_twt #ENDviolence | Eʟ ᴠɪᴀᴊᴇ ᴘᴀʀᴀ ᴇɴᴄᴏɴᴛʀᴀʀ ᴇʟ ᴠᴇʀᴅᴀᴅᴇʀᴏ ѕᴇʀ ᴄᴏɴ BTS ʏᴀ ᴄᴏᴍᴇɴᴢ́ᴏ. 
#MAP_OF_THE_SOUL_7 | Mexicana 🛨🛨🛨✨",ＨＯＰＥ  ＷＯＲＬＤ   
2221,taehyungrawr,2020-03-20 01:31:38,stan bts or perish 😼🙌🏻 i dont make the rules,
2222,petterjoon,2020-03-20 01:31:38,🐝🍵🐍 ʅ（◞‿◟）ʃ,
2223,CarrillosClara,2020-03-20 01:31:37,"👑💜BTS~ARMY💜👑
♡Taehyung♡Jimin♡Hoseok♡
♡Jungkook♡Namjoon♡Yoongi♡Jin♡",
2224,coooky_97,2020-03-20 01:31:37,"i purple you @BTS_twt  • OT7💜















































I'm in this bangtan sonyeondan shit for life💜",
2225,92ryujin,2020-03-20 01:31:37,⠀⠀⌕ 국  :  ‹3 jinie! ✧ (꒪˙꒳˙꒪ ),²⁵⁰⁵¹⁹
2226,YazmineC25,2020-03-20 01:31:37,,
2227,Joonsmoonbunny,2020-03-20 01:31:37,Fan account|Bts aesthetics,
2228,saltyhoseok,2020-03-20 01:31:37,💮 #𝗝𝗜𝗡: 𝙡𝙚𝙩'𝙨 𝙜𝙤 𝙡𝙚𝙨𝙗𝙞𝙖𝙣𝙨 💮@bxngtxnweeb 💮 💮 𝙞𝙨 𝙘𝙤𝙣𝙨𝙩𝙖𝙣𝙩𝙡𝙮 𝙢𝙞𝙨𝙨𝙞𝙣𝙜 𝙪𝙨𝙚𝙧 @BTS_twt 💮,Puerto Rico 🇵🇷
2229,Darkch0co,2020-03-20 01:31:37,#BTS #BTSARMY,
2230,Sulling1214,2020-03-20 01:31:37,김남준 나라 세워야 해 / 08부터 지뢰 / 이벵 해시 #설링이가_또_준당 / 후기 해시 #설링이가_줬당,인장 vigo 님 💭
2231,dionysunuy,2020-03-20 01:31:37,FAN ACCOUNT of @BTS_twt,BTSVT
2232,FahimaK8,2020-03-20 01:31:37,in this bangtan sonyeondan shit for life 🤍🐥🐯,Home
2233,chaaxchaa,2020-03-20 01:31:37,gotta go insane to stay sane.,B7S
2234,oillliomy,2020-03-20 01:31:37,,
2235,whypjjk,2020-03-20 01:31:37,"⠀⠀⠀⠀⠀ 𝗏𝗆𝗂𝗇 ❨𝗻.❩ 𝗌𝗈𝗎𝗅𝗆𝖺𝗍𝖾𝗌, 𝖻𝖾𝗌𝗍 𝗳𝗿𝗶𝗲𝗻𝗱𝘀 𝖺𝗇𝖽 𝗅𝗈𝗏𝖾 ♡",nana ♡ emy ♡ bel ♡ izaque
2236,NPondusan,2020-03-20 01:31:37,"ig:@nhp52206
//loves to eat//addicted to BTS//",
2237,gldnseok,2020-03-20 01:31:37,"special thanks to our biggest love, bangtan",
2238,minasama0,2020-03-20 01:31:37,방탄소년단 보라해💜 지민이 보라해💜,
2239,iruichi_08,2020-03-20 01:31:37,,
2240,Hinata_1994,2020-03-20 01:31:37,"🌟Soy una fan orgullosamente ARMY  🇭🇳 amo a mis 7 chicos, son mi inspiración y felicidad...🌟",Honduras
2241,mygoldenwayJk,2020-03-20 01:31:37,"🌘▪︎▪︎《quando os ponteiros dos minutos e dos segundos se sobrepõem, o mundo prende a respiração por um breve momento》▪︎▪︎🌒00:00   jikook supporter//always OT7",
2242,nassima95933506,2020-03-20 01:31:37,,
2243,mirage1900s,2020-03-20 01:31:37,Fan account for BTS,
2244,seoyoung1208,2020-03-20 01:31:37,,
2245,afieyy29_,2020-03-20 01:31:37,🌙 #BTSARMY ☀️,BTS Universe
2246,itsmaristela_,2020-03-20 01:31:37,"🇵🇭
• Born w/mild CP
• Multi KPOP fan
• Main: @BTS_twt 💜🙂
• @_IUofficial
• #LeeSungKyung
• #PMY
• #HanHyoJoo
• @josephCmarco
• @StephenCurry30
• @ShawnMendes",IG: itsmaristela_
2247,chimchim_11_,2020-03-20 01:31:37,"내숨 방소단 의지해💕 JM활력소 💜
인장 @parkxminxmin",
2248,tiny_blue_soul,2020-03-20 01:31:37,Piszę fanfici bo życie ssie✨,Moon
2249,klinpai,2020-03-20 01:31:37,รักชีวิตอย่าคิดสู้จองกุก,
2250,asdf1228bk,2020-03-20 01:31:37,빌보드 투표용,
2251,kook_key4kookie,2020-03-20 01:31:37,,Jjong’s Blue Moon
2252,JinxedbySugar,2020-03-20 01:31:37,"Fake ot0 account. Duh.

Retweets with a passion. 😤✊

Soon:
#AgustD2
#Hopeworld2
#JJK1
#JM2

-One of greatest life decisions is stanning @BTS_twt 💜💜💜-",Philippines
2253,papicoyoongi_93,2020-03-20 01:31:37,"40overの大人ARMY。
かなりユンギ🐭よりのAllペン。
最近ジンシュガ🐹🐭SINしぱ
娘2人のオンマです。
rps 20↑日常もたまに呟きます。
バンタン好きの老若男女色んな人と仲良くなりたいです😆
フォローの時は一言いただければフォロバいたします。
失礼があったらすいません💦",パッと行ってピュッと曲がった大阪
2254,Giovann69784152,2020-03-20 01:31:37,"eu amo BTS💜💜Br🇧🇷🇰🇷
(ʃƪ＾3＾）
b-ARMY💜",
2255,mikroparadise_,2020-03-20 01:31:36,"only bangtan. me gusta el alternativo, soy @seokfairi",
2256,For_theloveKTH,2020-03-20 01:31:36,Fan account for Kim Taehyung (BTSV) @BTS_twt,Tae's Purple World
2257,parkjiminniee8,2020-03-20 01:31:36,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
2258,jiminssiyes1013,2020-03-20 01:31:36,,
2259,Aprilianna8,2020-03-20 01:31:36,"Self_love, when you love what u have 💜💜
FAN ACCOUNT OF @bts_twt","Jawa Tengah, Indonesia"
2260,VVabriany,2020-03-20 01:31:36,,
2261,Crystalmia871,2020-03-20 01:31:36,"Preschool Teacher, Caring, Honest, & Down To Earth & A Multifan Of Every K-Pop Groups Including GOT7💚 BTS💜Monsta X💙 EXO🖤 & Ateez❤️.","South Gate, CA"
2262,cheyfrances,2020-03-20 01:31:36,got deactivated from me old account 😭😭😭 originally @/cheystanmonteen,somewhere in the void
2263,jiminsdays,2020-03-20 01:31:36,#MAP_OF_THE_SOUL_7,
2264,AgustD_5,2020-03-20 01:31:36,"ᴇsᴛᴏᴜ ᴘᴀᴠɪᴍᴇɴᴛᴀɴᴅᴏ ᴍᴇᴜ ᴘʀóᴘʀɪᴏ ᴄᴀᴍɪɴʜᴏ ᴅᴇ ғʟᴏʀᴇs 🌻 ʜʏᴜɴᴀ - ғʟᴏᴡᴇʀ sʜᴏᴡᴇʀ

Iai genteeee, vcs podem me enviar perguntas no tell?
https://t.co/6nnC19xO0b",te interessa?
2265,LovelyBTS_Army,2020-03-20 01:31:36,,
2266,dewiirrrrrr,2020-03-20 01:31:36,Iyaudah iya,
2267,iruichi_08,2020-03-20 01:31:36,,
2268,Sofia58991784,2020-03-20 01:31:36,,
2269,president__jk,2020-03-20 01:31:36,#우리가_떠드는_순간_시끌벅쩍즈,
2270,taekookgeek,2020-03-20 01:31:36,"𝐓𝐀𝐄𝐇𝐘𝐔𝐍𝐆김 태형 — 𝟣𝟫𝟫𝟧, 𝖿𝗋𝗈𝗆 𝖽𝖺𝖾𝗀𝗎. 🕊️",🇵🇭
2271,ngapham08041995,2020-03-20 01:31:36,,
2272,2013Forever_BTS,2020-03-20 01:31:36,"7명 다 아끼고 막라 조큼 더 아껴요!💞 07 열음이예여💜😘(개념없는07아님) #아미트친소 #맞괄 / 선뎀🙆‍♀️ 반모🙆‍♀️ / ⚠️24시간안에 맞괄 안할시 언괄⚠️ / 언괄오류 ➡️ 뎀주세요! / 🚫 까빠, 알페스 지뢰🚫",김남준김석진민윤기정호석박지민김태형전정국
2273,Namjoonbeibi,2020-03-20 01:31:36,- Ｗｉｎｔｅｒ Ｂｅａｒ-,:)
2274,jm_holic1013,2020-03-20 01:31:36,🙋BTS  애정한다 💕💜방탄소년단 7명 영원히 함께하자 💋 BTS_HOLIC 😘😍 #BTS #지민 #JIMIN #방탄소년단 @BTS_twt,
2275,bangtaninperu,2020-03-20 01:31:36,"Grupo de army's con el objetivo de que nuestro país se haga notar mucho más haciendo stream, dinámicas, etc. Por una sola meta = bangtan pise nuestro país.","Lima, Peru"
2276,layeir,2020-03-20 01:31:36,"Sweet Night, Winter bear, Scenery, Singularity... vv🌱🐻 🐯🐼 🤪🤪🤪🍑🌻😎😎😎😎😎💪💪💪💪💪",Brazil
2277,YooongisTongue,2020-03-20 01:31:35,"#BTS, #OT7, SoloStans pls block me, Shadowhunters; #Malec; Misha Collins. She/Her, 33. I'm not a person in a picture. Fan account.",k-pop college 
2278,SrHaleKookie,2020-03-20 01:31:35,"OT7
Dancer, Singer, Army and Blink
  Saranghae 한국 💜
  💜💜
ɱεƭα∂เɳɦα ૮σɱ @rekkosmo ✨✨",
2279,LawsRKive,2020-03-20 01:31:35,#Law: The genre is #BTS so bring the pain on,🏳️‍🌈🇵🇪 | ArmyWeeb
2280,jiminielover69,2020-03-20 01:31:35,#박지민: 𝚒 𝚊𝚖 𝚜𝚖𝚊𝚕𝚕 𝚊𝚗𝚍 𝚋𝚎𝚊𝚞𝚝𝚒𝚏𝚞𝚕,jiminie ⋆ aisha ⋆ chaeryoung
2281,nano_bts_svt,2020-03-20 01:31:35,세븐틴(SEVENTEEN)という名の酸素で生きる16歳(高１)￤大事な친구@7ndB2￤ジュンペン🥕だけど好物はギュブ🐶🐷￤Caratフォロバ100%\❤︎/,今日も推しのことを考えてます
2282,jinnudes,2020-03-20 01:31:35,"[🌼] ɪғ ᴀ sᴇᴄᴏɴᴅ ʟɪғᴇ ᴛʜᴀᴛ’s ᴅɪғғᴇʀᴇɴᴛ ғʀᴏᴍ ɴᴏᴡ ɪs ᴛᴏ ᴄᴏᴍᴇ ᴛᴏ ᴍᴇ;
ᴡɪʟʟ ɪ ʙᴇ ʙʏ ʏᴏᴜʀ sɪᴅᴇ?
ᴡɪʟʟ ʏᴏᴜ ʙᴇ ʙʏ ᴍʏ sɪᴅᴇ?",sᴏᴍᴇᴡʜᴇʀᴇ ɪɴ ᴍᴀɢɪᴄ sʜᴏᴘ
2283,humanhyung,2020-03-20 01:31:35,𝐾𝑖𝑚 𝑇𝑎𝑒ℎ𝑦𝑢𝑛𝑔 𝑠𝑎𝑖𝑑 𝐼 𝑝𝑢𝑟𝑝𝑙𝑒 𝑦𝑜𝑢💜,
2284,v_chor,2020-03-20 01:31:35,ARMY👐,日本
